"bookid","titlewords","authorwords","year","publisher"
"'108752'",4,2,"'1998'","'25'"
"'108755'",5,2,"'1998'","'25'"
"'108760'",3,2,"'2004'","'3079'"
"'108763'",9,2,"'2001'","'74'"
"'108768'",3,2,"'1994'","'66'"
"'108770'",2,2,"'2004'","'3110'"
"'108772'",5,2,"'2002'","'66'"
"'108775'",2,2,"'1992'","'41'"
"'108780'",6,2,"'1961'","'8360'"
"'108781'",5,3,"'1993'","'34'"
"'108786'",6,2,"'1990'","'8362'"
"'108795'",5,2,"'1996'","'398'"
"'108796'",3,2,"'1993'","'398'"
"'108807'",8,2,"'1988'","'32'"
"'108823'",10,2,"'1991'","'353'"
"'108840'",1,2,"'2000'","'493'"
"'108876'",7,3,"'2003'","'160'"
"'108884'",6,3,"'1990'","'398'"
"'108891'",17,2,"'2001'","'66'"
"'108895'",3,2,"'1996'","'704'"
"'108898'",7,2,"'2003'","'479'"
"'108900'",5,2,"'1998'","'103'"
"'108931'",4,3,"'1979'","'186'"
"'108932'",9,3,"'1987'","'127'"
"'108941'",15,2,"'1991'","'3235'"
"'108953'",6,2,"'1997'","'25'"
"'108954'",9,3,"'1997'","'182'"
"'108957'",2,2,"'1996'","'19'"
"'108966'",2,2,"'2001'","'394'"
"'108968'",9,2,"'1988'","'92'"
"'108969'",1,3,"'1997'","'38'"
"'108970'",12,2,"'1997'","'139'"
"'108987'",2,2,"'1992'","'1033'"
"'108996'",6,2,"'1994'","'1034'"
"'109001'",1,2,"'1999'","'9'"
"'109003'",2,2,"'1995'","'2307'"
"'109009'",4,2,"'1976'","'1946'"
"'109014'",8,2,"'1997'","'160'"
"'109021'",4,2,"'1989'","'214'"
"'109022'",4,2,"'0'","'68'"
"'109027'",6,5,"'1976'","'8380'"
"'109028'",3,2,"'1976'","'160'"
"'109029'",6,2,"'1971'","'4529'"
"'109035'",4,2,"'1993'","'398'"
"'109038'",5,2,"'1995'","'176'"
"'109041'",3,2,"'1983'","'168'"
"'109046'",6,2,"'2000'","'252'"
"'109054'",1,2,"'1976'","'74'"
"'109083'",7,2,"'1999'","'422'"
"'109085'",14,2,"'2001'","'1846'"
"'109096'",4,3,"'1967'","'105'"
"'109125'",8,2,"'1994'","'393'"
"'109153'",7,2,"'1990'","'7'"
"'109158'",5,2,"'1993'","'214'"
"'109160'",11,3,"'1996'","'92'"
"'109170'",2,2,"'1994'","'39'"
"'109171'",4,2,"'1982'","'281'"
"'109172'",2,3,"'1995'","'38'"
"'109196'",3,2,"'1995'","'39'"
"'109204'",7,3,"'1979'","'5'"
"'109207'",14,2,"'1997'","'15'"
"'109210'",6,2,"'1982'","'168'"
"'109214'",6,3,"'2001'","'182'"
"'109218'",4,2,"'1994'","'66'"
"'109222'",9,2,"'1971'","'300'"
"'109228'",10,2,"'1985'","'175'"
"'109247'",15,2,"'1998'","'74'"
"'109255'",16,2,"'1994'","'154'"
"'109275'",6,2,"'1992'","'398'"
"'109277'",7,2,"'2002'","'476'"
"'109286'",11,2,"'1999'","'35'"
"'109300'",5,3,"'1996'","'92'"
"'109302'",2,2,"'1990'","'434'"
"'109305'",2,3,"'1999'","'281'"
"'109317'",4,2,"'2003'","'44'"
"'109321'",11,2,"'1990'","'25'"
"'109326'",7,2,"'1989'","'1215'"
"'109328'",4,2,"'2002'","'450'"
"'109333'",9,2,"'2001'","'3326'"
"'109353'",7,4,"'1975'","'783'"
"'109370'",9,2,"'1988'","'78'"
"'109373'",5,3,"'1984'","'74'"
"'109375'",8,2,"'1998'","'78'"
"'109381'",3,2,"'1993'","'35'"
"'109399'",1,3,"'2001'","'569'"
"'109405'",10,3,"'1998'","'171'"
"'109413'",6,2,"'1992'","'627'"
"'109428'",7,2,"'1994'","'476'"
"'109429'",3,2,"'1997'","'28'"
"'109430'",3,2,"'1995'","'28'"
"'109459'",4,2,"'1986'","'214'"
"'109464'",9,3,"'1998'","'169'"
"'109470'",13,2,"'2002'","'394'"
"'109481'",6,3,"'2003'","'63'"
"'109499'",3,2,"'1997'","'36'"
"'109508'",18,5,"'1991'","'36'"
"'109515'",25,2,"'2001'","'321'"
"'109528'",8,2,"'1997'","'198'"
"'109534'",6,2,"'2002'","'882'"
"'109548'",15,3,"'1999'","'252'"
"'109550'",3,3,"'2001'","'1589'"
"'109551'",1,2,"'1995'","'38'"
"'109561'",8,3,"'2002'","'398'"
"'109565'",9,2,"'1994'","'149'"
"'109572'",1,2,"'1987'","'185'"
"'109575'",5,2,"'1993'","'4891'"
"'109577'",11,2,"'1990'","'8414'"
"'109585'",4,3,"'1997'","'72'"
"'109595'",6,3,"'1996'","'161'"
"'109597'",1,2,"'1991'","'882'"
"'109604'",1,2,"'1995'","'75'"
"'109607'",6,2,"'1978'","'40'"
"'109608'",7,2,"'2002'","'95'"
"'109611'",6,2,"'1996'","'7'"
"'109625'",2,3,"'1992'","'945'"
"'109631'",6,2,"'2000'","'923'"
"'109635'",23,2,"'2004'","'2486'"
"'109652'",16,3,"'1994'","'705'"
"'109656'",3,3,"'2001'","'1141'"
"'109663'",6,2,"'1995'","'325'"
"'109665'",2,2,"'1999'","'215'"
"'109666'",7,2,"'2001'","'35'"
"'109667'",4,2,"'1977'","'400'"
"'109673'",5,2,"'2000'","'538'"
"'109675'",11,3,"'1995'","'85'"
"'109677'",2,2,"'1994'","'92'"
"'109684'",7,3,"'2002'","'364'"
"'109685'",7,2,"'1996'","'8424'"
"'109688'",10,2,"'1997'","'56'"
"'109689'",3,2,"'1999'","'31'"
"'109693'",2,2,"'1991'","'122'"
"'109696'",2,3,"'2002'","'30'"
"'109699'",5,2,"'2000'","'124'"
"'109703'",4,2,"'0'","'111'"
"'109704'",5,1,"'0'","'1119'"
"'109705'",9,2,"'2000'","'31'"
"'109706'",2,3,"'0'","'158'"
"'109707'",3,2,"'2000'","'120'"
"'109711'",2,3,"'2003'","'30'"
"'109715'",4,2,"'2003'","'334'"
"'109716'",4,2,"'2000'","'113'"
"'109721'",12,3,"'1991'","'12'"
"'109726'",6,2,"'0'","'99'"
"'109732'",10,2,"'2001'","'792'"
"'109738'",6,2,"'2000'","'964'"
"'109741'",5,2,"'1994'","'273'"
"'109742'",3,2,"'1997'","'10'"
"'109749'",19,2,"'2000'","'735'"
"'109752'",11,2,"'1998'","'35'"
"'109767'",11,2,"'1988'","'3246'"
"'109792'",8,2,"'2003'","'89'"
"'109808'",3,2,"'1994'","'2414'"
"'109811'",7,2,"'1997'","'137'"
"'109814'",8,2,"'1976'","'154'"
"'109819'",11,2,"'2001'","'1215'"
"'109821'",10,3,"'2003'","'180'"
"'109823'",2,3,"'2000'","'1533'"
"'109828'",12,2,"'1999'","'1034'"
"'109830'",6,2,"'2001'","'175'"
"'109831'",4,2,"'2004'","'672'"
"'109835'",11,2,"'1996'","'72'"
"'109843'",7,2,"'2002'","'30'"
"'109852'",3,2,"'1997'","'282'"
"'109853'",2,2,"'2002'","'209'"
"'109857'",5,2,"'2001'","'247'"
"'109863'",2,2,"'1981'","'1340'"
"'109864'",3,3,"'0'","'56'"
"'109868'",4,2,"'2001'","'1516'"
"'109871'",2,2,"'0'","'594'"
"'109873'",5,2,"'1992'","'176'"
"'109875'",11,2,"'1995'","'19'"
"'109876'",7,2,"'1999'","'1658'"
"'109878'",9,2,"'2001'","'140'"
"'109883'",14,3,"'1994'","'246'"
"'109889'",7,1,"'2004'","'150'"
"'109890'",10,2,"'1995'","'8435'"
"'109902'",3,2,"'1993'","'168'"
"'109903'",3,2,"'1961'","'57'"
"'109915'",6,3,"'1998'","'378'"
"'109917'",3,3,"'1998'","'476'"
"'109918'",6,3,"'1981'","'39'"
"'109920'",12,2,"'1998'","'66'"
"'109922'",7,2,"'1999'","'59'"
"'109924'",12,2,"'2001'","'2531'"
"'109926'",3,2,"'1996'","'526'"
"'109931'",9,2,"'1968'","'36'"
"'109944'",3,2,"'2002'","'419'"
"'109955'",1,2,"'1999'","'1471'"
"'109959'",2,2,"'1994'","'596'"
"'109960'",7,2,"'1998'","'140'"
"'109962'",3,2,"'1998'","'596'"
"'109966'",1,3,"'2002'","'3486'"
"'109969'",3,2,"'2002'","'1136'"
"'109971'",2,3,"'1994'","'198'"
"'109977'",2,2,"'1996'","'284'"
"'109978'",10,2,"'1988'","'81'"
"'109984'",4,2,"'1992'","'760'"
"'109985'",9,3,"'1997'","'83'"
"'109990'",6,3,"'1999'","'1034'"
"'110000'",2,2,"'2002'","'172'"
"'110004'",6,2,"'1994'","'5'"
"'110022'",3,3,"'2001'","'39'"
"'110023'",3,2,"'1998'","'31'"
"'110048'",2,3,"'2002'","'7'"
"'110050'",16,2,"'2004'","'53'"
"'110055'",4,3,"'1998'","'160'"
"'110057'",2,3,"'1986'","'41'"
"'110058'",5,2,"'2000'","'164'"
"'110059'",3,2,"'1995'","'164'"
"'110074'",2,2,"'1998'","'429'"
"'110076'",3,2,"'1996'","'569'"
"'110078'",2,2,"'1998'","'41'"
"'110080'",4,2,"'2002'","'321'"
"'110090'",2,2,"'2002'","'59'"
"'110094'",13,2,"'1999'","'7'"
"'110102'",3,2,"'1993'","'34'"
"'110107'",2,3,"'1997'","'6'"
"'110115'",5,2,"'1995'","'273'"
"'110140'",3,2,"'1992'","'252'"
"'110141'",8,2,"'1979'","'214'"
"'110153'",5,4,"'1997'","'205'"
"'110171'",2,2,"'2001'","'39'"
"'110198'",7,3,"'1995'","'984'"
"'110227'",1,2,"'1999'","'8'"
"'110228'",5,2,"'1995'","'30'"
"'110246'",5,3,"'1974'","'268'"
"'110255'",12,2,"'1995'","'394'"
"'110257'",7,2,"'2000'","'133'"
"'110262'",9,2,"'1999'","'8463'"
"'110265'",1,2,"'1997'","'1635'"
"'110274'",5,2,"'1994'","'2831'"
"'110277'",7,2,"'2003'","'140'"
"'110283'",5,3,"'1996'","'73'"
"'110293'",9,2,"'1998'","'59'"
"'110298'",4,2,"'2003'","'615'"
"'110300'",11,2,"'2000'","'615'"
"'110301'",11,2,"'2000'","'615'"
"'110304'",6,2,"'2001'","'59'"
"'110313'",14,2,"'1988'","'8474'"
"'110327'",10,2,"'1988'","'34'"
"'110332'",3,2,"'2003'","'40'"
"'110337'",5,2,"'2002'","'327'"
"'110339'",10,2,"'2000'","'540'"
"'110344'",2,2,"'2002'","'2350'"
"'110349'",9,2,"'2002'","'792'"
"'110356'",5,2,"'1998'","'617'"
"'110357'",4,2,"'2000'","'118'"
"'110358'",3,3,"'1999'","'31'"
"'110372'",4,2,"'1996'","'59'"
"'110373'",3,2,"'1998'","'586'"
"'110374'",3,2,"'1998'","'277'"
"'110375'",4,3,"'2003'","'1291'"
"'110376'",3,2,"'1986'","'39'"
"'110378'",6,2,"'1998'","'35'"
"'110380'",6,2,"'1991'","'59'"
"'110389'",2,2,"'2000'","'284'"
"'110390'",8,2,"'2000'","'161'"
"'110391'",7,2,"'2001'","'304'"
"'110392'",3,3,"'1983'","'39'"
"'110394'",4,2,"'2002'","'203'"
"'110398'",10,2,"'1980'","'6'"
"'110401'",3,2,"'2001'","'1364'"
"'110409'",4,2,"'1995'","'386'"
"'110411'",13,2,"'1994'","'987'"
"'110426'",3,2,"'1997'","'127'"
"'110428'",5,2,"'1998'","'74'"
"'110429'",1,2,"'1997'","'81'"
"'110430'",6,2,"'2003'","'140'"
"'110431'",11,3,"'2004'","'399'"
"'110439'",2,3,"'2002'","'7'"
"'110449'",5,2,"'2000'","'577'"
"'110452'",6,2,"'1999'","'246'"
"'110460'",5,2,"'1990'","'57'"
"'110464'",4,3,"'1978'","'738'"
"'110468'",4,2,"'2001'","'321'"
"'110470'",6,2,"'1990'","'846'"
"'110471'",14,2,"'2002'","'1813'"
"'110475'",6,2,"'1999'","'352'"
"'110476'",6,2,"'1993'","'28'"
"'110481'",3,2,"'1996'","'56'"
"'110483'",4,3,"'2000'","'400'"
"'110486'",2,2,"'2000'","'342'"
"'110497'",13,2,"'1999'","'1033'"
"'110503'",11,3,"'1997'","'160'"
"'110510'",16,2,"'1997'","'186'"
"'110533'",1,2,"'2003'","'59'"
"'110541'",4,2,"'1986'","'56'"
"'110553'",8,2,"'1999'","'78'"
"'110554'",8,2,"'2000'","'78'"
"'110562'",8,2,"'2002'","'525'"
"'110564'",16,2,"'1986'","'3504'"
"'110581'",19,2,"'1998'","'2128'"
"'110592'",4,2,"'1996'","'53'"
"'110607'",3,3,"'1999'","'1804'"
"'110609'",10,2,"'1992'","'34'"
"'110619'",4,2,"'1993'","'1142'"
"'110621'",4,2,"'1998'","'160'"
"'110625'",11,2,"'1991'","'137'"
"'110635'",2,2,"'1994'","'1755'"
"'110641'",1,2,"'1990'","'476'"
"'110643'",3,2,"'1993'","'59'"
"'110660'",2,2,"'1986'","'7'"
"'110662'",4,2,"'1981'","'425'"
"'110667'",13,2,"'2003'","'1733'"
"'110673'",4,2,"'2004'","'185'"
"'110677'",5,4,"'1998'","'611'"
"'110679'",5,2,"'2001'","'26'"
"'110681'",4,2,"'2002'","'2750'"
"'110683'",16,3,"'1998'","'289'"
"'110688'",15,3,"'1991'","'688'"
"'110689'",4,3,"'1990'","'59'"
"'110695'",8,2,"'1993'","'355'"
"'110696'",7,2,"'1998'","'150'"
"'110697'",6,2,"'1999'","'105'"
"'110699'",3,2,"'1992'","'105'"
"'110700'",8,2,"'1988'","'140'"
"'110703'",4,2,"'1997'","'1340'"
"'110706'",4,3,"'1993'","'1865'"
"'110708'",7,2,"'2003'","'1263'"
"'110710'",3,2,"'2002'","'42'"
"'110714'",12,3,"'1995'","'43'"
"'110721'",1,2,"'1999'","'284'"
"'110727'",17,2,"'1995'","'303'"
"'110729'",5,2,"'1998'","'1246'"
"'110735'",3,3,"'1998'","'39'"
"'110737'",10,2,"'1994'","'56'"
"'110738'",2,2,"'2003'","'389'"
"'110741'",6,3,"'1994'","'292'"
"'110758'",3,2,"'1996'","'53'"
"'110764'",2,2,"'2004'","'1628'"
"'110768'",11,2,"'1995'","'353'"
"'110775'",1,2,"'1988'","'277'"
"'110777'",4,2,"'2001'","'954'"
"'110785'",5,2,"'1979'","'425'"
"'110810'",1,2,"'1990'","'34'"
"'110817'",1,2,"'2002'","'2268'"
"'110827'",6,2,"'1991'","'127'"
"'110852'",3,2,"'1994'","'1811'"
"'110866'",4,2,"'1996'","'186'"
"'110873'",4,2,"'1999'","'7284'"
"'110875'",3,2,"'1992'","'7'"
"'110880'",6,3,"'1994'","'7762'"
"'110881'",2,2,"'1984'","'185'"
"'110891'",2,3,"'1994'","'39'"
"'110892'",9,2,"'1997'","'1000'"
"'110893'",2,3,"'1993'","'277'"
"'110894'",11,2,"'1993'","'83'"
"'110895'",2,3,"'1987'","'1194'"
"'110896'",6,2,"'1982'","'505'"
"'110897'",14,2,"'1994'","'1194'"
"'110900'",2,2,"'2002'","'74'"
"'110901'",3,2,"'1997'","'40'"
"'110902'",4,2,"'2000'","'292'"
"'110904'",9,3,"'2000'","'7'"
"'110906'",1,2,"'1997'","'704'"
"'110909'",6,2,"'2000'","'704'"
"'110914'",4,2,"'1995'","'133'"
"'110916'",9,2,"'1998'","'137'"
"'110918'",7,2,"'2002'","'149'"
"'110919'",8,3,"'2002'","'182'"
"'110922'",4,2,"'2002'","'149'"
"'110924'",3,2,"'2001'","'39'"
"'110927'",6,2,"'1992'","'3954'"
"'110933'",2,3,"'2002'","'83'"
"'110936'",9,2,"'2002'","'149'"
"'110942'",7,2,"'1999'","'3488'"
"'110953'",2,2,"'1970'","'87'"
"'110954'",2,2,"'0'","'8512'"
"'110956'",8,3,"'2002'","'666'"
"'110957'",3,2,"'2000'","'526'"
"'110964'",3,2,"'1987'","'300'"
"'110965'",4,3,"'1992'","'5'"
"'110970'",2,2,"'1998'","'5170'"
"'110976'",14,2,"'2004'","'399'"
"'110981'",11,2,"'2002'","'399'"
"'110985'",2,2,"'2003'","'932'"
"'110990'",6,2,"'1986'","'56'"
"'111004'",12,5,"'1999'","'1178'"
"'111010'",10,4,"'2001'","'19'"
"'111015'",3,3,"'1993'","'873'"
"'111019'",3,3,"'1990'","'35'"
"'111020'",6,2,"'2000'","'43'"
"'111028'",2,2,"'1987'","'92'"
"'111033'",1,2,"'2003'","'65'"
"'111040'",5,3,"'2001'","'95'"
"'111042'",7,2,"'1992'","'75'"
"'111047'",3,2,"'1996'","'56'"
"'111049'",2,2,"'2002'","'30'"
"'111050'",4,2,"'1992'","'161'"
"'111052'",1,2,"'2004'","'569'"
"'111065'",9,2,"'1997'","'341'"
"'111071'",7,2,"'1998'","'1862'"
"'111079'",7,2,"'2002'","'365'"
"'111105'",2,2,"'2001'","'56'"
"'111106'",6,2,"'2001'","'66'"
"'111107'",4,2,"'2002'","'525'"
"'111110'",2,2,"'2002'","'140'"
"'111111'",4,2,"'2002'","'1184'"
"'111112'",2,3,"'2001'","'7'"
"'111113'",3,3,"'1999'","'150'"
"'111116'",12,2,"'1998'","'610'"
"'111117'",7,2,"'2000'","'72'"
"'111118'",10,2,"'1996'","'154'"
"'111119'",3,2,"'2001'","'390'"
"'111122'",1,2,"'1996'","'82'"
"'111127'",2,2,"'1992'","'577'"
"'111140'",8,2,"'1997'","'5'"
"'111151'",15,2,"'2002'","'84'"
"'111153'",2,3,"'2000'","'152'"
"'111154'",13,2,"'2003'","'1251'"
"'111155'",7,2,"'1999'","'252'"
"'111163'",8,2,"'2001'","'1068'"
"'111167'",4,2,"'1984'","'425'"
"'111212'",4,2,"'1999'","'35'"
"'111213'",2,2,"'1989'","'128'"
"'111214'",10,2,"'1997'","'170'"
"'111217'",3,2,"'2000'","'32'"
"'111218'",9,3,"'1999'","'135'"
"'111241'",9,3,"'1992'","'6200'"
"'111243'",3,3,"'1997'","'107'"
"'111246'",11,3,"'1998'","'43'"
"'111253'",6,1,"'2000'","'76'"
"'111260'",10,2,"'1992'","'160'"
"'111274'",3,2,"'2001'","'96'"
"'111285'",5,3,"'1990'","'42'"
"'111287'",4,3,"'1960'","'105'"
"'111288'",2,2,"'1984'","'109'"
"'111290'",8,2,"'1994'","'36'"
"'111302'",3,2,"'1982'","'39'"
"'111304'",2,2,"'2000'","'1937'"
"'111316'",4,2,"'1985'","'439'"
"'111318'",6,2,"'1970'","'56'"
"'111319'",7,2,"'1994'","'282'"
"'111320'",5,3,"'1995'","'56'"
"'111321'",3,2,"'1997'","'214'"
"'111326'",10,2,"'2000'","'12'"
"'111345'",4,2,"'1990'","'442'"
"'111353'",2,2,"'1998'","'167'"
"'111364'",10,2,"'2000'","'857'"
"'111366'",8,2,"'2003'","'165'"
"'111367'",5,2,"'2004'","'36'"
"'111369'",7,2,"'2003'","'2147'"
"'111370'",17,2,"'2002'","'1326'"
"'111371'",8,2,"'1995'","'822'"
"'111372'",8,2,"'2001'","'239'"
"'111381'",7,2,"'2004'","'7160'"
"'111393'",8,2,"'2000'","'239'"
"'111394'",11,3,"'2003'","'239'"
"'111400'",3,2,"'1989'","'75'"
"'111410'",13,2,"'1997'","'6431'"
"'111412'",6,2,"'1999'","'2940'"
"'111414'",14,2,"'2002'","'249'"
"'111424'",8,3,"'1997'","'26'"
"'111427'",5,2,"'2003'","'704'"
"'111433'",5,3,"'2001'","'2144'"
"'111434'",6,2,"'2003'","'239'"
"'111441'",3,4,"'2001'","'164'"
"'111442'",15,2,"'2000'","'8542'"
"'111473'",17,2,"'2004'","'701'"
"'111474'",11,2,"'1992'","'167'"
"'111475'",3,2,"'1995'","'3609'"
"'111482'",3,2,"'2002'","'66'"
"'111489'",7,2,"'2003'","'149'"
"'111492'",3,1,"'1977'","'450'"
"'111513'",4,2,"'1999'","'135'"
"'111514'",1,3,"'2000'","'256'"
"'111515'",4,3,"'2003'","'41'"
"'111517'",16,2,"'1995'","'127'"
"'111524'",2,3,"'2000'","'53'"
"'111528'",13,2,"'1998'","'5423'"
"'111532'",4,2,"'1994'","'99'"
"'111538'",6,2,"'1999'","'128'"
"'111543'",6,2,"'1998'","'149'"
"'111544'",11,2,"'2001'","'213'"
"'111547'",10,2,"'2002'","'213'"
"'111552'",4,2,"'2003'","'213'"
"'111553'",7,2,"'2003'","'149'"
"'111555'",5,2,"'2003'","'213'"
"'111556'",9,2,"'2003'","'149'"
"'111560'",2,2,"'1999'","'57'"
"'111594'",9,2,"'1995'","'40'"
"'111595'",2,2,"'2000'","'41'"
"'111598'",10,2,"'2004'","'10'"
"'111600'",12,2,"'2001'","'538'"
"'111602'",13,2,"'2000'","'139'"
"'111603'",4,2,"'1975'","'590'"
"'111605'",3,2,"'2002'","'569'"
"'111613'",7,2,"'1998'","'169'"
"'111620'",13,2,"'1999'","'56'"
"'111642'",5,3,"'2002'","'78'"
"'111646'",7,3,"'2002'","'78'"
"'111652'",2,2,"'1993'","'154'"
"'111659'",9,2,"'1998'","'105'"
"'111663'",3,2,"'2000'","'352'"
"'111668'",5,2,"'1994'","'105'"
"'111670'",4,3,"'1997'","'105'"
"'111689'",12,1,"'1992'","'105'"
"'111713'",6,2,"'1981'","'56'"
"'111723'",4,2,"'1993'","'56'"
"'111727'",8,3,"'1993'","'105'"
"'111730'",7,2,"'1991'","'105'"
"'111735'",5,2,"'1998'","'38'"
"'111740'",4,2,"'1996'","'156'"
"'111755'",15,2,"'1977'","'56'"
"'111756'",9,2,"'1982'","'28'"
"'111757'",5,2,"'1997'","'105'"
"'111761'",11,3,"'2001'","'105'"
"'111765'",6,2,"'1998'","'196'"
"'111776'",3,2,"'1984'","'154'"
"'111782'",7,3,"'1993'","'105'"
"'111793'",4,2,"'1962'","'34'"
"'111795'",2,2,"'1982'","'28'"
"'111796'",3,2,"'1980'","'140'"
"'111830'",9,2,"'2003'","'480'"
"'111831'",5,2,"'1997'","'8563'"
"'111833'",7,4,"'1988'","'109'"
"'111854'",2,4,"'2002'","'70'"
"'111859'",4,2,"'1982'","'214'"
"'111860'",9,2,"'2003'","'152'"
"'111864'",8,2,"'2000'","'272'"
"'111868'",12,3,"'1998'","'386'"
"'111872'",4,2,"'2001'","'28'"
"'111876'",14,2,"'1991'","'418'"
"'111892'",6,1,"'2000'","'619'"
"'111902'",3,2,"'2003'","'57'"
"'111904'",1,2,"'2004'","'28'"
"'111917'",7,2,"'1993'","'28'"
"'111921'",12,3,"'1991'","'6693'"
"'111928'",6,2,"'2002'","'35'"
"'111931'",8,2,"'1985'","'56'"
"'111942'",11,2,"'1992'","'214'"
"'111943'",9,2,"'1998'","'1159'"
"'111945'",5,2,"'1984'","'209'"
"'111949'",16,3,"'1993'","'688'"
"'111952'",1,2,"'2003'","'272'"
"'111963'",4,2,"'1996'","'1349'"
"'111970'",8,2,"'1983'","'198'"
"'111978'",7,2,"'1991'","'378'"
"'111980'",12,3,"'1983'","'455'"
"'111994'",10,3,"'1999'","'994'"
"'111999'",17,2,"'1991'","'688'"
"'112002'",11,2,"'1999'","'160'"
"'112005'",6,2,"'1995'","'39'"
"'112014'",4,3,"'1978'","'109'"
"'112017'",22,2,"'1994'","'8573'"
"'112018'",2,3,"'1995'","'25'"
"'112027'",8,3,"'1989'","'303'"
"'112029'",2,3,"'1994'","'28'"
"'112038'",5,2,"'1995'","'3855'"
"'112048'",4,2,"'1999'","'39'"
"'112053'",4,3,"'1982'","'425'"
"'112064'",2,3,"'1993'","'41'"
"'112067'",4,3,"'1997'","'2865'"
"'112070'",1,2,"'1983'","'154'"
"'112078'",3,3,"'2002'","'1722'"
"'112080'",2,2,"'1998'","'135'"
"'112082'",5,2,"'1968'","'1451'"
"'112084'",4,3,"'1979'","'8580'"
"'112101'",7,3,"'2002'","'8582'"
"'112122'",5,2,"'1970'","'3681'"
"'112137'",15,2,"'1987'","'6'"
"'112138'",2,2,"'1993'","'605'"
"'112139'",8,2,"'1995'","'160'"
"'112142'",22,2,"'2001'","'160'"
"'112153'",3,2,"'1988'","'3925'"
"'112154'",4,3,"'1984'","'10'"
"'112156'",6,3,"'1981'","'10'"
"'112159'",9,2,"'1997'","'140'"
"'112175'",5,2,"'2004'","'5304'"
"'112176'",11,2,"'1997'","'9'"
"'112182'",7,2,"'1991'","'343'"
"'112185'",7,2,"'1991'","'942'"
"'112198'",5,3,"'2000'","'908'"
"'112200'",11,2,"'1995'","'133'"
"'112205'",16,2,"'1996'","'37'"
"'112211'",5,3,"'2003'","'59'"
"'112212'",9,2,"'1988'","'53'"
"'112217'",5,2,"'1988'","'1151'"
"'112225'",3,2,"'1986'","'53'"
"'112236'",2,2,"'1987'","'476'"
"'112237'",8,2,"'1984'","'44'"
"'112244'",9,2,"'2003'","'1309'"
"'112250'",9,3,"'2003'","'2394'"
"'112253'",6,2,"'1955'","'140'"
"'112256'",4,3,"'1981'","'7'"
"'112258'",8,3,"'1994'","'140'"
"'112260'",9,2,"'1996'","'457'"
"'112271'",2,2,"'1987'","'3073'"
"'112273'",2,2,"'1972'","'140'"
"'112280'",6,2,"'1999'","'140'"
"'112283'",1,2,"'1997'","'4984'"
"'112287'",7,3,"'1995'","'36'"
"'112288'",5,3,"'1998'","'858'"
"'112294'",3,2,"'2002'","'931'"
"'112296'",7,3,"'1966'","'353'"
"'112302'",10,2,"'1977'","'353'"
"'112310'",3,2,"'1979'","'450'"
"'112330'",9,2,"'2002'","'247'"
"'112333'",3,2,"'1987'","'92'"
"'112337'",10,2,"'1998'","'140'"
"'112341'",3,2,"'1988'","'59'"
"'112342'",3,2,"'1989'","'1547'"
"'112343'",4,2,"'1983'","'74'"
"'112346'",3,2,"'1973'","'2138'"
"'112348'",7,2,"'2000'","'8599'"
"'112350'",7,2,"'1998'","'268'"
"'112355'",11,2,"'2001'","'589'"
"'112357'",8,2,"'1990'","'400'"
"'112368'",2,3,"'1996'","'109'"
"'112384'",2,2,"'1995'","'34'"
"'112390'",5,3,"'1996'","'8602'"
"'112408'",2,3,"'1985'","'771'"
"'112410'",2,2,"'1989'","'1460'"
"'112411'",3,2,"'1996'","'647'"
"'112413'",5,3,"'1993'","'41'"
"'112414'",2,3,"'1999'","'180'"
"'112416'",3,2,"'2001'","'43'"
"'112423'",11,2,"'2000'","'168'"
"'112424'",4,2,"'1998'","'8606'"
"'112430'",14,2,"'2003'","'493'"
"'112432'",10,2,"'1985'","'1250'"
"'112433'",5,2,"'1993'","'32'"
"'112434'",2,2,"'1991'","'37'"
"'112438'",1,3,"'1993'","'162'"
"'112452'",8,2,"'1994'","'303'"
"'112456'",5,3,"'1994'","'469'"
"'112457'",6,2,"'2001'","'160'"
"'112462'",4,2,"'0'","'4584'"
"'112480'",4,2,"'1995'","'7'"
"'112481'",7,2,"'1972'","'3056'"
"'112482'",4,3,"'1996'","'476'"
"'112489'",6,3,"'1996'","'476'"
"'112491'",2,2,"'1977'","'3708'"
"'112499'",11,2,"'2003'","'35'"
"'112513'",2,2,"'1997'","'273'"
"'112516'",7,2,"'1989'","'214'"
"'112521'",1,2,"'2000'","'56'"
"'112528'",3,2,"'1988'","'46'"
"'112535'",9,2,"'1989'","'5'"
"'112547'",15,2,"'1989'","'214'"
"'112548'",6,3,"'1982'","'1178'"
"'112557'",14,3,"'1983'","'127'"
"'112558'",1,2,"'2002'","'71'"
"'112560'",5,2,"'1997'","'175'"
"'112564'",2,2,"'1999'","'321'"
"'112566'",13,2,"'1984'","'353'"
"'112574'",2,2,"'1986'","'66'"
"'112595'",11,2,"'2001'","'107'"
"'112599'",12,2,"'1990'","'2447'"
"'112600'",20,2,"'1999'","'3192'"
"'112603'",4,3,"'1995'","'9'"
"'112605'",10,3,"'2000'","'57'"
"'112608'",1,2,"'1987'","'828'"
"'112613'",4,2,"'1992'","'66'"
"'112626'",17,3,"'1993'","'74'"
"'112628'",8,2,"'1998'","'987'"
"'112630'",12,2,"'2000'","'1058'"
"'112634'",3,3,"'1994'","'57'"
"'112638'",5,2,"'1982'","'28'"
"'112640'",4,2,"'1992'","'1712'"
